agencyCode,agencyName,budgetAccountCode,budgetAccountName,fiscalYear,fundingType,amount
028,"Small Business Administration",028-00-0100,"Salaries and Expenses",2025,"Funding Total",296.272979
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2025,"CIO Authority",2.504
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2025,"Budget Authority",2.504
028,"Small Business Administration",028-00-0400,"Entrepreneurial Development Program",2025,"Funding Total",2.486
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2025,"CIO Authority",14.693814
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2025,"Budget Authority",14.315514
028,"Small Business Administration",028-00-1152,"Disaster Loans Program Account",2025,"Funding Total",14.686988
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2025,"CIO Authority",5.239126
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2025,"Budget Authority",0
028,"Small Business Administration",028-00-1161,"Information Technology System Modernization and Working Capital Fund",2025,"Funding Total",3.932
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2025,"CIO Authority",0.33075
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2025,"Budget Authority",0.33075
028,"Small Business Administration",028-00-4154,"Business Loan Fund Liquidating Account",2025,"Funding Total",0.33075
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2025,"CIO Authority",0.01575
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2025,"Budget Authority",0.01575
028,"Small Business Administration",028-00-4153,"Disaster Loan Fund Liquidating Account",2025,"Funding Total",0.01575
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2022,"CIO Authority",0
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2022,"Budget Authority",0
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2022,"Funding Total",1981.521947
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2023,"CIO Authority",0
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2023,"Budget Authority",2064.96866
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2023,"Funding Total",2004.84679
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2024,"CIO Authority",2407.0036
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2024,"Budget Authority",2064.96866
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2024,"Funding Total",1911.017234
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2025,"CIO Authority",2458.75532
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2025,"Budget Authority",2034.890304
016,"Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",2025,"Funding Total",2195.282627
014,"Department of State",014-05-0113,"Diplomatic Programs",2022,"CIO Authority",0
014,"Department of State",014-05-0113,"Diplomatic Programs",2022,"Budget Authority",0
014,"Department of State",014-05-0113,"Diplomatic Programs",2022,"Funding Total",1181.533204
014,"Department of State",014-05-0120,"Capital Investment Fund",2022,"CIO Authority",0
014,"Department of State",014-05-0120,"Capital Investment Fund",2022,"Budget Authority",0
014,"Department of State",014-05-0120,"Capital Investment Fund",2022,"Funding Total",268.059023
014,"Department of State",014-05-5515,"H&L Fraud Prevention and Detection Fee",2022,"CIO Authority",0
014,"Department of State",014-05-5515,"H&L Fraud Prevention and Detection Fee",2022,"Budget Authority",0
014,"Department of State",014-05-5515,"H&L Fraud Prevention and Detection Fee",2022,"Funding Total",13.27
014,"Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",2022,"CIO Authority",0
014,"Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",2022,"Budget Authority",0
014,"Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",2022,"Funding Total",66.11
014,"Department of State",014-05-5713,"Consular and Border Security Programs",2022,"CIO Authority",0
014,"Department of State",014-05-5713,"Consular and Border Security Programs",2022,"Budget Authority",0
014,"Department of State",014-05-5713,"Consular and Border Security Programs",2022,"Funding Total",485.03011
014,"Department of State",014-05-4519,"Working Capital Fund",2022,"CIO Authority",0
014,"Department of State",014-05-4519,"Working Capital Fund",2022,"Budget Authority",0
014,"Department of State",014-05-4519,"Working Capital Fund",2022,"Funding Total",159.946931
014,"Department of State",014-05-0209,"Educational and Cultural Exchange Programs",2022,"CIO Authority",0
014,"Department of State",014-05-0209,"Educational and Cultural Exchange Programs",2022,"Budget Authority",0
014,"Department of State",014-05-0209,"Educational and Cultural Exchange Programs",2022,"Funding Total",18.7
014,"Department of State",014-05-0520,"Protection of Foreign Missions and Officials",2022,"CIO Authority",0
014,"Department of State",014-05-0520,"Protection of Foreign Missions and Officials",2022,"Budget Authority",0
014,"Department of State",014-05-0520,"Protection of Foreign Missions and Officials",2022,"Funding Total",4.724
014,"Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",2022,"CIO Authority",0
014,"Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",2022,"Budget Authority",0
014,"Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",2022,"Funding Total",14.740005
014,"Department of State",014-25-1143,"Migration and Refugee Assistance",2022,"CIO Authority",0
014,"Department of State",014-25-1143,"Migration and Refugee Assistance",2022,"Budget Authority",0
014,"Department of State",014-25-1143,"Migration and Refugee Assistance",2022,"Funding Total",17.378939
014,"Department of State",014-25-1031,"Global Health Programs",2022,"CIO Authority",0
014,"Department of State",014-25-1031,"Global Health Programs",2022,"Budget Authority",0
014,"Department of State",014-25-1031,"Global Health Programs",2022,"Funding Total",44.226147
014,"Department of State",014-05-0529,"Office of Inspector General",2022,"CIO Authority",0
014,"Department of State",014-05-0529,"Office of Inspector General",2022,"Budget Authority",0
014,"Department of State",014-05-0529,"Office of Inspector General",2022,"Funding Total",2.85
014,"Department of State",014-25-5177,"International Litigation Fund",2022,"CIO Authority",0
014,"Department of State",014-25-5177,"International Litigation Fund",2022,"Budget Authority",0
014,"Department of State",014-25-5177,"International Litigation Fund",2022,"Funding Total",2.34
014,"Department of State",014-05-0113,"Diplomatic Programs",2023,"CIO Authority",606.647268
014,"Department of State",014-05-0113,"Diplomatic Programs",2023,"Budget Authority",1078.219134
014,"Department of State",014-05-0113,"Diplomatic Programs",2023,"Funding Total",1229.665126
014,"Department of State",014-05-0120,"Capital Investment Fund",2023,"CIO Authority",454.82504
014,"Department of State",014-05-0120,"Capital Investment Fund",2023,"Budget Authority",277.079604
014,"Department of State",014-05-0120,"Capital Investment Fund",2023,"Funding Total",296.136792
014,"Department of State",014-05-4519,"Working Capital Fund",2023,"CIO Authority",51.387753
014,"Department of State",014-05-4519,"Working Capital Fund",2023,"Budget Authority",107.15081
014,"Department of State",014-05-4519,"Working Capital Fund",2023,"Funding Total",166.269454
014,"Department of State",014-05-5713,"Consular and Border Security Programs",2023,"CIO Authority",285.12
014,"Department of State",014-05-5713,"Consular and Border Security Programs",2023,"Budget Authority",500.606
014,"Department of State",014-05-5713,"Consular and Border Security Programs",2023,"Funding Total",703.156
014,"Department of State",014-05-0209,"Educational and Cultural Exchange Programs",2023,"CIO Authority",0
014,"Department of State",014-05-0209,"Educational and Cultural Exchange Programs",2023,"Budget Authority",12.736
014,"Department of State",014-05-0209,"Educational and Cultural Exchange Programs",2023,"Funding Total",18.736
014,"Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",2023,"CIO Authority",0
014,"Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",2023,"Budget Authority",36.107
014,"Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",2023,"Funding Total",36.896
014,"Department of State",014-05-0520,"Protection of Foreign Missions and Officials",2023,"CIO Authority",0
014,"Department of State",014-05-0520,"Protection of Foreign Missions and Officials",2023,"Budget Authority",0
014,"Department of State",014-05-0520,"Protection of Foreign Missions and Officials",2023,"Funding Total",4.96
014,"Department of State",014-25-5177,"International Litigation Fund",2023,"CIO Authority",0
014,"Department of State",014-25-5177,"International Litigation Fund",2023,"Budget Authority",2.387
014,"Department of State",014-25-5177,"International Litigation Fund",2023,"Funding Total",2.69
014,"Department of State",014-25-1143,"Migration and Refugee Assistance",2023,"CIO Authority",0
014,"Department of State",014-25-1143,"Migration and Refugee Assistance",2023,"Budget Authority",29.779355
014,"Department of State",014-25-1143,"Migration and Refugee Assistance",2023,"Funding Total",46.713305
014,"Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",2023,"CIO Authority",0
014,"Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",2023,"Budget Authority",0
014,"Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",2023,"Funding Total",0
014,"Department of State",014-25-1031,"Global Health Programs",2023,"CIO Authority",0
014,"Department of State",014-25-1031,"Global Health Programs",2023,"Budget Authority",0
014,"Department of State",014-25-1031,"Global Health Programs",2023,"Funding Total",51.225862
014,"Department of State",014-05-5515,"H&L Fraud Prevention and Detection Fee",2023,"CIO Authority",0
014,"Department of State",014-05-5515,"H&L Fraud Prevention and Detection Fee",2023,"Budget Authority",0
014,"Department of State",014-05-5515,"H&L Fraud Prevention and Detection Fee",2023,"Funding Total",16.613
014,"Department of State",014-05-0529,"Office of Inspector General",2023,"CIO Authority",0
014,"Department of State",014-05-0529,"Office of Inspector General",2023,"Budget Authority",0
014,"Department of State",014-05-0529,"Office of Inspector General",2023,"Funding Total",3.192
014,"Department of State",014-05-0113,"Diplomatic Programs",2024,"CIO Authority",675.975003
014,"Department of State",014-05-0113,"Diplomatic Programs",2024,"Budget Authority",1134.62061
014,"Department of State",014-05-0113,"Diplomatic Programs",2024,"Funding Total",1218.743307
